1,1,0,23,0,26,0,36
1,0,1,3,0,6,0,11
1,3,1,4,1,5,0,32
1,1,1,2,1,4,1,5
1,2,1,3,1,5,1,7
1,2,1,3,1,4,1,8
0,1,1,7,1,8,0,31
1,4,1,6,1,8,1,10
1,5,1,6,1,7,1,9
1,8,1,11,1,12,0,24
1,7,1,12,0,21,0,24
0,1,1,9,1,12,1,13
1,9,1,10,1,11,1,13
1,11,1,12,1,14,1,15
1,13,1,16,1,17,0,41
1,13,1,17,1,18,0,40
1,14,1,18,1,19,0,48
1,14,1,15,1,20,0,23
1,15,1,16,1,20,1,21
1,16,1,20,1,21,1,22
1,17,1,18,1,19,1,22
0,10,1,18,1,19,1,23
1,19,1,20,1,24,1,25
0,0,0,17,1,21,1,25
0,9,0,10,1,22,0,49
1,22,1,23,1,27,1,28
0,0,1,28,0,48,0,49
1,25,1,28,1,29,1,30
1,25,1,26,1,27,1,29
1,27,1,28,1,30,1,31
1,27,1,29,1,31,1,33
0,6,1,29,1,30,1,32
0,2,1,31,1,34,0,49
1,30,1,34,1,35,1,36
1,32,1,33,1,35,1,37
1,33,1,34,1,37,1,38
0,0,1,33,1,39,0,43
1,34,1,35,1,38,1,39
1,35,1,37,1,39,1,41
1,36,1,37,1,38,1,42
0,15,1,41,1,42,0,49
0,14,1,38,1,40,1,43
1,39,1,40,1,44,1,45
0,36,1,41,1,44,1,45
1,42,1,43,1,46,1,47
1,42,1,43,1,46,1,47
1,44,1,45,1,47,1,48
1,44,1,45,1,46,1,48
0,16,0,26,1,46,1,47
0,24,0,26,0,32,0,40
